"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
34,"No","Travel_Rarely",121,"Research & Development",2,4,"Medical",804,3,"Female",86,2,1,"Research Scientist",1,"Single",4381,7530,1,"No",11,3,3,0,6,3,3,6,5,1,3
35,"No","Travel_Frequently",944,"Sales",1,3,"Marketing",314,3,"Female",92,3,3,"Sales Executive",3,"Single",8789,9096,1,"No",14,3,1,0,10,3,4,10,7,0,8
50,"Yes","Travel_Frequently",959,"Sales",1,4,"Other",1113,4,"Male",81,3,2,"Sales Executive",3,"Single",4728,17251,3,"Yes",14,3,4,0,5,4,3,0,0,0,0
34,"No","Travel_Frequently",426,"Research & Development",10,4,"Life Sciences",1615,3,"Male",42,4,2,"Manufacturing Director",4,"Divorced",4724,17000,1,"No",13,3,1,1,9,3,3,9,7,7,2
32,"No","Travel_Rarely",906,"Sales",7,3,"Life Sciences",420,4,"Male",91,2,2,"Sales Executive",3,"Married",5484,16985,1,"No",14,3,3,1,13,3,2,13,8,4,8
31,"Yes","Travel_Rarely",249,"Sales",6,4,"Life Sciences",163,2,"Male",76,1,2,"Sales Executive",3,"Married",6172,20739,4,"Yes",18,3,2,0,12,3,2,7,7,7,7
54,"No","Travel_Rarely",821,"Research & Development",5,2,"Medical",522,1,"Male",86,3,5,"Research Director",1,"Married",19406,8509,4,"No",11,3,3,1,24,4,2,4,2,1,2
22,"Yes","Travel_Frequently",1256,"Research & Development",3,4,"Life Sciences",1203,3,"Male",48,2,1,"Research Scientist",4,"Married",2853,4223,0,"Yes",11,3,2,1,1,5,3,0,0,0,0
27,"No","Travel_Frequently",294,"Research & Development",10,2,"Life Sciences",733,4,"Male",32,3,3,"Manufacturing Director",1,"Divorced",8793,4809,1,"No",21,4,3,2,9,4,2,9,7,1,7
41,"No","Travel_Frequently",857,"Research & Development",10,3,"Life Sciences",199,4,"Male",91,2,4,"Manager",1,"Divorced",17181,12888,4,"No",13,3,2,1,21,2,2,7,6,7,7
34,"Yes","Non-Travel",1362,"Sales",19,3,"Marketing",502,1,"Male",67,4,2,"Sales Executive",4,"Single",5304,4652,8,"Yes",13,3,2,0,9,3,2,5,2,0,4
36,"No","Travel_Rarely",1157,"Sales",2,4,"Life Sciences",1556,3,"Male",70,3,1,"Sales Representative",4,"Single",2644,17001,3,"Yes",21,4,4,0,7,3,2,3,2,1,2
29,"No","Travel_Rarely",1010,"Research & Development",1,3,"Life Sciences",1249,1,"Female",97,3,1,"Research Scientist",4,"Divorced",3760,5598,1,"No",15,3,1,3,3,5,3,3,2,1,2
37,"No","Travel_Rarely",161,"Research & Development",10,3,"Life Sciences",2017,3,"Female",42,4,3,"Research Director",4,"Married",13744,15471,1,"Yes",25,4,1,1,16,2,3,16,11,6,8
41,"No","Non-Travel",509,"Research & Development",2,4,"Other",616,1,"Female",62,2,2,"Healthcare Representative",3,"Single",6811,2112,2,"Yes",17,3,1,0,10,3,3,8,7,0,7
40,"No","Travel_Rarely",329,"Research & Development",1,4,"Life Sciences",1361,2,"Male",88,3,1,"Laboratory Technician",2,"Married",2387,6762,3,"No",22,4,3,1,7,3,3,4,2,0,3
36,"No","Travel_Frequently",1195,"Research & Development",11,3,"Life Sciences",85,2,"Male",95,2,2,"Manufacturing Director",2,"Single",6499,22656,1,"No",13,3,3,0,6,3,3,6,5,0,3
29,"No","Travel_Frequently",1413,"Sales",1,1,"Medical",312,2,"Female",42,3,3,"Sales Executive",4,"Married",7918,6599,1,"No",14,3,4,1,11,5,3,11,10,4,1
28,"Yes","Travel_Rarely",329,"Research & Development",24,3,"Medical",1604,3,"Male",51,3,1,"Laboratory Technician",2,"Married",2408,7324,1,"Yes",17,3,3,3,1,3,3,1,1,0,0
44,"Yes","Travel_Rarely",1376,"Human Resources",1,2,"Medical",1098,2,"Male",91,2,3,"Human Resources",1,"Married",10482,2326,9,"No",14,3,4,1,24,1,3,20,6,3,6
32,"No","Travel_Rarely",371,"Sales",19,3,"Life Sciences",1739,4,"Male",80,1,3,"Sales Executive",3,"Married",9610,3840,3,"No",13,3,3,1,10,2,1,4,3,0,2
38,"No","Travel_Frequently",1391,"Research & Development",10,1,"Medical",1006,3,"Male",66,3,1,"Research Scientist",3,"Married",2684,12127,0,"No",17,3,2,1,3,0,2,2,1,0,2
45,"No","Non-Travel",589,"Sales",2,4,"Life Sciences",1845,3,"Female",67,3,2,"Sales Executive",3,"Married",5154,19665,4,"No",22,4,2,2,10,3,4,8,7,5,7
47,"Yes","Non-Travel",666,"Research & Development",29,4,"Life Sciences",376,1,"Male",88,3,3,"Manager",2,"Married",11849,10268,1,"Yes",12,3,4,1,10,2,2,10,7,9,9
38,"No","Travel_Frequently",1490,"Research & Development",2,2,"Life Sciences",556,4,"Male",42,3,1,"Laboratory Technician",4,"Married",1702,12106,1,"Yes",23,4,3,1,1,3,3,1,0,0,0
35,"Yes","Travel_Frequently",662,"Sales",18,4,"Marketing",1380,4,"Female",67,3,2,"Sales Executive",3,"Married",4614,23288,0,"Yes",18,3,3,1,5,0,2,4,2,3,2
31,"No","Travel_Rarely",1079,"Sales",10,2,"Medical",1912,3,"Female",86,3,2,"Sales Executive",4,"Divorced",6583,20115,2,"Yes",11,3,4,1,8,2,3,5,2,1,4
41,"No","Non-Travel",247,"Research & Development",7,1,"Life Sciences",1035,2,"Female",55,1,5,"Research Director",3,"Divorced",19973,20284,1,"No",22,4,2,2,21,3,3,21,16,5,10
37,"No","Travel_Rarely",1192,"Research & Development",5,2,"Medical",460,4,"Male",61,3,2,"Manufacturing Director",4,"Divorced",6347,23177,7,"No",16,3,3,2,8,2,2,6,2,0,4
35,"No","Travel_Rarely",1315,"Research & Development",22,3,"Life Sciences",381,2,"Female",71,4,3,"Manager",2,"Divorced",11996,19100,7,"No",18,3,2,1,10,6,2,7,7,6,2
32,"No","Travel_Rarely",427,"Research & Development",1,3,"Medical",78,1,"Male",33,3,2,"Manufacturing Director",4,"Married",6162,10877,1,"Yes",22,4,2,1,9,3,3,9,8,7,8
42,"No","Travel_Rarely",1147,"Human Resources",10,3,"Human Resources",1408,3,"Female",31,3,4,"Manager",1,"Married",16799,16616,0,"No",14,3,3,1,21,5,3,20,7,0,9
40,"No","Travel_Frequently",791,"Research & Development",2,2,"Medical",807,3,"Female",38,4,2,"Healthcare Representative",2,"Married",4244,9931,1,"No",24,4,4,1,8,2,3,8,7,3,7
32,"Yes","Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1692,4,"Male",95,3,1,"Laboratory Technician",2,"Single",1393,24852,1,"No",12,3,1,0,1,2,3,1,0,0,0
32,"No","Travel_Rarely",234,"Sales",1,4,"Medical",2013,2,"Male",68,2,1,"Sales Representative",2,"Married",2269,18024,0,"No",14,3,2,1,3,2,3,2,2,2,2
44,"Yes","Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1333,1,"Male",89,3,1,"Laboratory Technician",1,"Married",2362,14669,4,"No",12,3,3,0,10,4,4,3,2,1,2
46,"No","Non-Travel",1144,"Research & Development",7,4,"Medical",487,3,"Female",30,3,2,"Manufacturing Director",3,"Married",5258,16044,2,"No",14,3,3,0,7,2,4,1,0,0,0
43,"Yes","Travel_Frequently",807,"Research & Development",17,3,"Technical Degree",1767,3,"Male",38,2,1,"Research Scientist",3,"Married",2437,15587,9,"Yes",16,3,4,1,6,4,3,1,0,0,0
52,"Yes","Travel_Rarely",266,"Sales",2,1,"Marketing",1038,1,"Female",57,1,5,"Manager",4,"Married",19845,25846,1,"No",15,3,4,1,33,3,3,32,14,6,9
51,"No","Travel_Rarely",1469,"Research & Development",8,4,"Life Sciences",296,2,"Male",81,2,3,"Research Director",2,"Married",12490,15736,5,"No",16,3,4,2,16,5,1,10,9,4,7
38,"No","Travel_Rarely",330,"Research & Development",17,1,"Life Sciences",1088,3,"Female",65,2,3,"Healthcare Representative",3,"Married",8823,24608,0,"No",18,3,1,1,20,4,2,19,9,1,9
42,"Yes","Travel_Frequently",481,"Sales",12,3,"Life Sciences",1167,3,"Male",44,3,4,"Sales Executive",1,"Single",13758,2447,0,"Yes",12,3,2,0,22,2,2,21,9,13,14
42,"No","Travel_Rarely",1210,"Research & Development",2,3,"Medical",1542,3,"Male",68,2,1,"Laboratory Technician",2,"Married",4841,24052,4,"No",14,3,2,1,4,3,3,1,0,0,0
50,"Yes","Travel_Rarely",869,"Sales",3,2,"Marketing",47,1,"Male",86,2,1,"Sales Representative",3,"Married",2683,3810,1,"Yes",14,3,3,0,3,2,3,3,2,0,2
39,"Yes","Non-Travel",592,"Research & Development",2,3,"Life Sciences",1458,1,"Female",54,2,1,"Laboratory Technician",1,"Single",3646,17181,2,"Yes",23,4,2,0,11,2,4,1,0,0,0
33,"No","Travel_Rarely",516,"Research & Development",8,5,"Life Sciences",1515,4,"Male",69,3,2,"Healthcare Representative",3,"Single",6388,22049,2,"Yes",17,3,1,0,14,6,3,0,0,0,0
37,"No","Travel_Rarely",1017,"Research & Development",1,2,"Medical",340,3,"Female",83,2,1,"Research Scientist",1,"Married",3920,18697,2,"No",14,3,1,1,17,2,2,3,1,0,2
32,"Yes","Travel_Frequently",238,"Research & Development",5,2,"Life Sciences",1939,1,"Female",47,4,1,"Research Scientist",3,"Single",2432,15318,3,"Yes",14,3,1,0,8,2,3,4,1,0,3
38,"No","Non-Travel",1327,"Sales",2,2,"Life Sciences",361,4,"Male",39,2,2,"Sales Executive",4,"Married",5249,19682,3,"No",18,3,4,1,13,0,3,8,7,7,5
49,"Yes","Travel_Rarely",1184,"Sales",11,3,"Marketing",840,3,"Female",43,3,3,"Sales Executive",4,"Married",7654,5860,1,"No",18,3,1,2,9,3,4,9,8,7,7
37,"No","Travel_Rarely",1470,"Research & Development",10,3,"Medical",1640,2,"Female",71,3,1,"Research Scientist",2,"Married",3936,9953,1,"No",11,3,1,1,8,2,1,8,4,7,7
32,"No","Travel_Frequently",1005,"Research & Development",2,2,"Life Sciences",8,4,"Male",79,3,1,"Laboratory Technician",4,"Single",3068,11864,0,"No",13,3,3,0,8,2,2,7,7,3,6
18,"No","Non-Travel",1124,"Research & Development",1,3,"Life Sciences",1368,4,"Female",97,3,1,"Laboratory Technician",4,"Single",1611,19305,1,"No",15,3,3,0,0,5,4,0,0,0,0
44,"Yes","Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1333,1,"Male",89,3,1,"Laboratory Technician",1,"Married",2362,14669,4,"No",12,3,3,0,10,4,4,3,2,1,2
50,"No","Travel_Rarely",797,"Research & Development",4,1,"Life Sciences",385,1,"Male",96,3,5,"Research Director",2,"Divorced",19144,15815,3,"No",14,3,1,2,28,4,2,10,4,1,6
41,"Yes","Travel_Rarely",1360,"Research & Development",12,3,"Technical Degree",58,2,"Female",49,3,5,"Research Director",3,"Married",19545,16280,1,"No",12,3,4,0,23,0,3,22,15,15,8
20,"No","Travel_Rarely",805,"Research & Development",3,3,"Life Sciences",1198,1,"Male",87,2,1,"Laboratory Technician",3,"Single",3033,12828,1,"No",12,3,1,0,2,2,2,2,2,1,2
46,"No","Travel_Rarely",991,"Human Resources",1,2,"Life Sciences",1314,4,"Female",44,3,1,"Human Resources",1,"Single",3423,22957,6,"No",12,3,3,0,10,3,4,7,6,5,7
27,"No","Travel_Rarely",1167,"Research & Development",4,2,"Life Sciences",1259,1,"Male",76,3,1,"Research Scientist",3,"Divorced",2517,3208,1,"No",11,3,2,3,5,2,3,5,3,0,3
28,"No","Travel_Rarely",304,"Sales",9,4,"Life Sciences",498,2,"Male",92,3,2,"Sales Executive",4,"Single",5253,20750,1,"No",16,3,4,0,7,1,3,7,5,0,7
53,"Yes","Travel_Rarely",607,"Research & Development",2,5,"Technical Degree",1572,3,"Female",78,2,3,"Manufacturing Director",4,"Married",10169,14618,0,"No",16,3,2,1,34,4,3,33,7,1,9
31,"Yes","Travel_Frequently",703,"Sales",2,3,"Life Sciences",1379,3,"Female",90,2,1,"Sales Representative",4,"Single",2785,11882,7,"No",14,3,3,0,3,3,4,1,0,0,0
20,"No","Travel_Rarely",727,"Sales",9,1,"Life Sciences",1680,4,"Male",54,3,1,"Sales Representative",1,"Single",2728,21082,1,"No",11,3,1,0,2,3,3,2,2,0,2
31,"Yes","Travel_Frequently",703,"Sales",2,3,"Life Sciences",1379,3,"Female",90,2,1,"Sales Representative",4,"Single",2785,11882,7,"No",14,3,3,0,3,3,4,1,0,0,0
36,"No","Travel_Rarely",1041,"Human Resources",13,3,"Human Resources",829,3,"Male",36,3,1,"Human Resources",2,"Married",2143,25527,4,"No",13,3,2,1,8,2,3,5,2,0,4
39,"No","Travel_Rarely",141,"Human Resources",3,3,"Human Resources",760,3,"Female",44,4,2,"Human Resources",2,"Married",6389,18767,9,"No",15,3,3,1,12,3,1,8,3,3,6
19,"Yes","Travel_Rarely",419,"Sales",21,3,"Other",959,4,"Male",37,2,1,"Sales Representative",2,"Single",2121,9947,1,"Yes",13,3,2,0,1,3,4,1,0,0,0
31,"Yes","Travel_Rarely",330,"Research & Development",22,4,"Medical",1389,4,"Male",98,3,2,"Manufacturing Director",3,"Married",6179,21057,1,"Yes",15,3,4,2,10,3,2,10,2,6,7
34,"No","Travel_Frequently",560,"Research & Development",1,4,"Other",1431,4,"Male",91,3,1,"Research Scientist",1,"Divorced",2996,20284,5,"No",14,3,3,2,10,2,3,4,3,1,3
31,"No","Travel_Rarely",106,"Human Resources",2,3,"Human Resources",424,1,"Male",62,2,2,"Human Resources",1,"Married",6410,17822,3,"No",12,3,4,0,9,1,3,2,2,1,0
54,"No","Travel_Rarely",1217,"Research & Development",2,4,"Technical Degree",126,1,"Female",60,3,3,"Research Director",3,"Married",13549,24001,9,"No",12,3,1,1,16,5,1,4,3,0,3
52,"Yes","Travel_Rarely",266,"Sales",2,1,"Marketing",1038,1,"Female",57,1,5,"Manager",4,"Married",19845,25846,1,"No",15,3,4,1,33,3,3,32,14,6,9
31,"Yes","Travel_Frequently",667,"Sales",1,4,"Life Sciences",1427,2,"Female",50,1,1,"Sales Representative",3,"Single",1359,16154,1,"No",12,3,2,0,1,3,3,1,0,0,0
51,"No","Travel_Rarely",1178,"Sales",14,2,"Life Sciences",500,3,"Female",87,3,2,"Sales Executive",4,"Married",4936,14862,4,"No",11,3,3,1,18,2,2,7,7,0,7
28,"No","Travel_Rarely",950,"Research & Development",3,3,"Medical",1121,4,"Female",93,3,3,"Manufacturing Director",2,"Divorced",7655,8039,0,"No",17,3,2,3,10,3,2,9,7,1,7
50,"No","Travel_Rarely",316,"Sales",8,4,"Marketing",738,4,"Male",54,3,1,"Sales Representative",2,"Married",3875,9983,7,"No",15,3,4,1,4,2,3,2,2,2,2
39,"No","Travel_Rarely",1089,"Research & Development",6,3,"Life Sciences",1525,2,"Female",32,3,3,"Manufacturing Director",2,"Single",8376,9150,4,"No",18,3,4,0,9,3,3,2,0,2,2
30,"Yes","Travel_Frequently",334,"Sales",26,4,"Marketing",299,3,"Female",52,2,2,"Sales Executive",1,"Single",6696,22967,5,"No",15,3,3,0,9,5,2,6,3,0,1
32,"No","Travel_Rarely",120,"Research & Development",6,5,"Life Sciences",231,3,"Male",43,3,1,"Research Scientist",3,"Single",3038,12430,3,"No",20,4,1,0,8,2,3,5,4,1,4
27,"No","Travel_Frequently",829,"Sales",8,1,"Marketing",800,3,"Male",84,3,2,"Sales Executive",4,"Married",4342,24008,0,"No",19,3,2,1,5,3,3,4,2,1,1
44,"Yes","Travel_Rarely",1097,"Research & Development",10,4,"Life Sciences",1200,3,"Male",96,3,1,"Research Scientist",3,"Single",2936,10826,1,"Yes",11,3,3,0,6,4,3,6,4,0,2
36,"No","Travel_Rarely",1299,"Research & Development",27,3,"Medical",13,3,"Male",94,3,2,"Healthcare Representative",3,"Married",5237,16577,6,"No",13,3,2,2,17,3,2,7,7,7,7
35,"No","Travel_Rarely",682,"Sales",18,4,"Medical",1945,2,"Male",71,3,2,"Sales Executive",1,"Married",5561,15975,0,"No",16,3,4,1,6,2,1,5,3,0,4
32,"Yes","Travel_Rarely",1045,"Sales",4,4,"Medical",291,4,"Male",32,1,3,"Sales Executive",4,"Married",10400,25812,1,"No",11,3,3,0,14,2,2,14,8,9,8
58,"No","Travel_Rarely",1272,"Research & Development",5,3,"Technical Degree",940,3,"Female",37,2,3,"Healthcare Representative",2,"Divorced",10552,9255,2,"Yes",13,3,4,1,24,3,3,6,0,0,4
31,"Yes","Travel_Frequently",561,"Research & Development",3,3,"Life Sciences",1537,4,"Female",33,3,1,"Research Scientist",3,"Single",4084,4156,1,"No",12,3,1,0,7,2,1,7,2,7,7
44,"No","Non-Travel",489,"Research & Development",23,3,"Medical",132,2,"Male",67,3,2,"Laboratory Technician",2,"Married",2042,25043,4,"No",12,3,3,1,17,3,4,3,2,1,2
26,"Yes","Travel_Rarely",1146,"Sales",8,3,"Technical Degree",796,4,"Male",38,2,2,"Sales Executive",1,"Single",5326,3064,6,"No",17,3,3,0,6,2,2,4,3,1,2
39,"No","Non-Travel",439,"Research & Development",9,3,"Life Sciences",1132,3,"Male",70,3,2,"Laboratory Technician",2,"Single",6782,8770,9,"No",15,3,3,0,9,2,2,5,4,0,3
26,"Yes","Travel_Frequently",342,"Research & Development",2,3,"Life Sciences",1053,1,"Male",57,3,1,"Research Scientist",1,"Married",2042,15346,6,"Yes",14,3,2,1,6,2,3,3,2,1,2
19,"Yes","Travel_Rarely",419,"Sales",21,3,"Other",959,4,"Male",37,2,1,"Sales Representative",2,"Single",2121,9947,1,"Yes",13,3,2,0,1,3,4,1,0,0,0
21,"No","Travel_Rarely",501,"Sales",5,1,"Medical",2021,3,"Male",58,3,1,"Sales Representative",1,"Single",2380,25479,1,"Yes",11,3,4,0,2,6,3,2,2,1,2
25,"No","Travel_Rarely",959,"Sales",28,3,"Life Sciences",183,1,"Male",41,2,2,"Sales Executive",3,"Married",8639,24835,2,"No",18,3,4,0,6,3,3,2,2,2,2
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",118,3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
48,"No","Travel_Rarely",163,"Sales",2,5,"Marketing",595,2,"Female",37,3,2,"Sales Executive",4,"Married",4051,19658,2,"No",14,3,1,1,14,2,3,9,7,6,7
41,"No","Travel_Rarely",582,"Research & Development",28,4,"Life Sciences",2034,1,"Female",60,2,4,"Manufacturing Director",2,"Married",13570,5640,0,"No",23,4,3,1,21,3,3,20,7,0,10
42,"No","Travel_Rarely",557,"Research & Development",18,4,"Life Sciences",1998,4,"Male",35,3,2,"Research Scientist",1,"Divorced",5410,11189,6,"Yes",17,3,3,1,9,3,2,4,3,1,2
37,"No","Travel_Frequently",1278,"Sales",1,4,"Medical",1700,3,"Male",31,1,2,"Sales Executive",4,"Divorced",9525,7677,1,"No",14,3,3,2,6,2,2,6,3,1,3
24,"No","Travel_Rarely",350,"Research & Development",21,2,"Technical Degree",1551,3,"Male",57,2,1,"Laboratory Technician",1,"Divorced",2296,10036,0,"No",14,3,2,3,2,3,3,1,1,0,0
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",315,3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
42,"No","Travel_Frequently",555,"Sales",26,3,"Marketing",404,3,"Female",77,3,4,"Sales Executive",2,"Married",13525,14864,5,"No",14,3,4,1,23,2,4,20,4,4,8
31,"No","Travel_Rarely",182,"Research & Development",8,5,"Life Sciences",1430,1,"Female",93,3,4,"Research Director",2,"Single",16422,8847,3,"No",11,3,3,0,9,3,4,3,2,1,0
52,"No","Travel_Frequently",322,"Research & Development",28,2,"Medical",1401,4,"Female",59,4,4,"Manufacturing Director",3,"Married",13247,9731,2,"Yes",11,3,2,1,24,3,2,5,3,0,2
25,"No","Travel_Rarely",1372,"Sales",18,1,"Life Sciences",1399,1,"Male",93,4,2,"Sales Executive",3,"Married",6232,12477,2,"No",11,3,2,0,6,3,2,3,2,1,2
39,"No","Travel_Rarely",1329,"Sales",4,4,"Life Sciences",182,4,"Female",47,2,2,"Sales Executive",3,"Married",5902,14590,4,"No",14,3,3,1,17,1,4,15,11,5,9
25,"Yes","Travel_Frequently",599,"Sales",24,1,"Life Sciences",1273,3,"Male",73,1,1,"Sales Representative",4,"Single",1118,8040,1,"Yes",14,3,4,0,1,4,3,1,0,1,0
34,"No","Travel_Rarely",419,"Research & Development",7,4,"Life Sciences",28,1,"Female",53,3,3,"Research Director",2,"Single",11994,21293,0,"No",11,3,3,0,13,4,3,12,6,2,11
27,"No","Travel_Frequently",591,"Research & Development",2,3,"Medical",1648,4,"Male",87,3,1,"Research Scientist",4,"Single",2580,6297,2,"No",13,3,3,0,6,0,2,4,2,1,2
35,"No","Travel_Rarely",802,"Research & Development",10,3,"Other",1028,2,"Male",45,3,1,"Laboratory Technician",4,"Divorced",3917,9541,1,"No",20,4,1,1,3,4,2,3,2,1,2
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",315,3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
45,"Yes","Travel_Rarely",1449,"Sales",2,3,"Marketing",1277,1,"Female",94,1,5,"Manager",2,"Single",18824,2493,2,"Yes",16,3,1,0,26,2,3,24,10,1,11
36,"No","Travel_Rarely",711,"Research & Development",5,4,"Life Sciences",1651,2,"Female",42,3,3,"Healthcare Representative",1,"Married",8008,22792,4,"No",12,3,3,2,9,6,3,3,2,0,2
59,"No","Travel_Rarely",818,"Human Resources",6,2,"Medical",321,2,"Male",52,3,1,"Human Resources",3,"Married",2267,25657,8,"No",17,3,4,0,7,2,2,2,2,2,2
42,"No","Travel_Frequently",458,"Research & Development",26,5,"Medical",1242,1,"Female",60,3,3,"Research Director",1,"Married",13191,23281,3,"Yes",17,3,3,0,20,6,3,1,0,0,0
36,"No","Non-Travel",301,"Sales",15,4,"Marketing",2036,4,"Male",88,1,2,"Sales Executive",4,"Divorced",5406,10436,1,"No",24,4,1,1,15,4,2,15,12,11,11
26,"No","Travel_Rarely",1355,"Human Resources",25,1,"Life Sciences",177,3,"Female",61,3,1,"Human Resources",3,"Married",2942,8916,1,"No",23,4,4,1,8,3,3,8,7,5,7
26,"Yes","Travel_Rarely",471,"Research & Development",24,3,"Technical Degree",622,3,"Male",66,1,1,"Laboratory Technician",4,"Single",2340,23213,1,"Yes",18,3,2,0,1,3,1,1,0,0,0
33,"No","Travel_Frequently",430,"Sales",7,3,"Medical",1477,4,"Male",54,3,2,"Sales Executive",1,"Married",4373,17456,0,"No",14,3,1,2,5,2,3,4,3,0,3
37,"Yes","Travel_Rarely",1373,"Research & Development",2,2,"Other",4,4,"Male",92,2,1,"Laboratory Technician",3,"Single",2090,2396,6,"Yes",15,3,2,0,7,3,3,0,0,0,0
22,"Yes","Travel_Rarely",391,"Research & Development",7,1,"Life Sciences",1878,4,"Male",75,3,1,"Research Scientist",2,"Single",2472,26092,1,"Yes",23,4,1,0,1,2,3,1,0,0,0
32,"No","Travel_Rarely",604,"Sales",8,3,"Medical",1304,3,"Male",56,4,2,"Sales Executive",4,"Married",6209,11693,1,"No",15,3,3,2,10,4,4,10,7,0,8
51,"No","Travel_Rarely",942,"Research & Development",3,3,"Technical Degree",1786,1,"Female",53,3,3,"Manager",3,"Married",13116,22984,2,"No",11,3,4,0,15,2,3,2,2,2,2
26,"Yes","Travel_Rarely",1357,"Research & Development",25,3,"Life Sciences",55,1,"Male",48,1,1,"Laboratory Technician",3,"Single",2293,10558,1,"No",12,3,3,0,1,2,2,1,0,0,1
31,"Yes","Travel_Rarely",202,"Research & Development",8,3,"Life Sciences",1433,1,"Female",34,2,1,"Research Scientist",2,"Single",1261,22262,1,"No",12,3,3,0,1,3,4,1,0,0,0
31,"Yes","Travel_Frequently",874,"Research & Development",15,3,"Medical",1160,3,"Male",72,3,1,"Laboratory Technician",3,"Married",2610,6233,1,"No",12,3,3,1,2,5,2,2,2,2,2
40,"No","Travel_Frequently",1184,"Sales",2,4,"Medical",1212,2,"Male",62,3,2,"Sales Executive",2,"Married",4327,25440,5,"No",12,3,4,3,5,2,3,0,0,0,0
35,"Yes","Travel_Rarely",763,"Sales",15,2,"Medical",1645,1,"Male",59,1,2,"Sales Executive",4,"Divorced",5440,22098,6,"Yes",14,3,4,2,7,2,2,2,2,2,2
36,"No","Non-Travel",1434,"Sales",8,4,"Life Sciences",789,1,"Male",76,2,3,"Sales Executive",1,"Single",7587,14229,1,"No",15,3,2,0,10,1,3,10,7,0,9
53,"Yes","Travel_Rarely",607,"Research & Development",2,5,"Technical Degree",1572,3,"Female",78,2,3,"Manufacturing Director",4,"Married",10169,14618,0,"No",16,3,2,1,34,4,3,33,7,1,9
55,"No","Travel_Rarely",1117,"Sales",18,5,"Life Sciences",597,1,"Female",83,3,4,"Manager",2,"Single",16835,9873,3,"No",23,4,4,0,37,2,3,10,9,7,7
29,"No","Travel_Rarely",726,"Research & Development",29,1,"Life Sciences",1859,4,"Male",93,1,2,"Healthcare Representative",3,"Divorced",6384,21143,8,"No",17,3,4,2,11,3,3,7,0,1,6
35,"No","Travel_Rarely",1029,"Research & Development",16,3,"Life Sciences",1529,4,"Female",91,2,3,"Healthcare Representative",2,"Single",8606,21195,1,"No",19,3,4,0,11,3,1,11,8,3,3
31,"Yes","Travel_Frequently",874,"Research & Development",15,3,"Medical",1160,3,"Male",72,3,1,"Laboratory Technician",3,"Married",2610,6233,1,"No",12,3,3,1,2,5,2,2,2,2,2
40,"No","Travel_Rarely",300,"Sales",26,3,"Marketing",1066,3,"Male",74,3,2,"Sales Executive",1,"Married",8396,22217,1,"No",14,3,2,1,8,3,2,7,7,7,5
38,"No","Travel_Rarely",1495,"Research & Development",10,3,"Medical",634,3,"Female",76,3,2,"Healthcare Representative",3,"Married",9824,22174,3,"No",19,3,3,1,18,4,3,1,0,0,0
59,"No","Travel_Rarely",1324,"Research & Development",3,3,"Medical",10,3,"Female",81,4,1,"Laboratory Technician",1,"Married",2670,9964,4,"Yes",20,4,1,3,12,3,2,1,0,0,0
19,"Yes","Travel_Rarely",419,"Sales",21,3,"Other",959,4,"Male",37,2,1,"Sales Representative",2,"Single",2121,9947,1,"Yes",13,3,2,0,1,3,4,1,0,0,0
38,"No","Travel_Rarely",345,"Sales",10,2,"Life Sciences",2041,1,"Female",100,3,2,"Sales Executive",4,"Married",5343,5982,1,"No",11,3,3,1,10,1,3,10,7,1,9
31,"Yes","Travel_Frequently",874,"Research & Development",15,3,"Medical",1160,3,"Male",72,3,1,"Laboratory Technician",3,"Married",2610,6233,1,"No",12,3,3,1,2,5,2,2,2,2,2
41,"Yes","Travel_Rarely",1360,"Research & Development",12,3,"Technical Degree",58,2,"Female",49,3,5,"Research Director",3,"Married",19545,16280,1,"No",12,3,4,0,23,0,3,22,15,15,8
44,"Yes","Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1333,1,"Male",89,3,1,"Laboratory Technician",1,"Married",2362,14669,4,"No",12,3,3,0,10,4,4,3,2,1,2
32,"No","Non-Travel",976,"Sales",26,4,"Marketing",333,3,"Male",100,3,2,"Sales Executive",4,"Married",4465,12069,0,"No",18,3,1,0,4,2,3,3,2,2,2
